state,avg_rainfall_mm,river_level_m,elevation_m,distance_to_river_km,drainage_quality,soil_type,past_flood_events,flood_risk
Jigawa,54.3,4.18,334.3,23.57,Poor,Loamy,3,Medium
Lagos,360.6,10.79,232.3,24.93,Poor,Loamy,5,High
Jigawa,378.7,2.68,270.8,17.17,Poor,Clay,5,Medium
Jigawa,73.8,8.64,250.7,14.35,Good,Clay,3,Low
Lagos,294.4,4.23,267.2,17.74,Fair,Loamy,3,Low
Anambra,201.3,6.49,107.4,19.31,Fair,Loamy,3,Medium
Kogi,367.6,4.64,164.4,18.5,Poor,Clay,0,Low
Lagos,399.8,4.89,237.9,2.14,Fair,Loamy,5,Low
Rivers,390.4,4.23,16.3,7.83,Good,Sandy,2,Medium
Delta,360.9,9.4,194.2,8.65,Fair,Clay,4,Medium
Benue,157.6,5.34,344.2,9.29,Poor,Sandy,4,Low
Kwara,374.8,9.13,198.0,8.67,Poor,Clay,1,Medium
Anambra,263.4,6.29,221.8,19.7,Fair,Clay,2,Low
Delta,71.1,7.25,82.4,18.72,Poor,Clay,5,High
Lagos,232.8,7.2,318.1,0.21,Good,Clay,0,Low
Rivers,426.9,11.75,144.8,7.48,Good,Clay,0,Low
Kwara,405.1,5.35,382.7,15.63,Good,Clay,2,Low
Benue,90.9,3.68,397.5,3.09,Good,Clay,3,Low
Benue,347.7,11.07,366.6,1.87,Poor,Loamy,3,Medium
Anambra,372.3,3.34,35.8,20.73,Poor,Loamy,2,Low
Lagos,158.6,10.26,134.6,11.37,Fair,Loamy,5,High
Delta,238.6,3.08,378.2,21.41,Poor,Sandy,4,Low
Kogi,334.4,8.42,322.2,20.61,Fair,Clay,3,Medium
Delta,225.6,3.08,364.7,22.34,Poor,Loamy,1,Low
Delta,95.1,11.19,229.9,1.3,Fair,Loamy,5,Medium
Benue,332.4,7.43,193.2,4.73,Fair,Loamy,5,Low
Kogi,414.7,4.96,44.4,7.47,Good,Clay,0,Low
Kogi,311.0,2.97,336.1,3.49,Fair,Clay,3,Low
Anambra,359.5,5.4,298.6,12.19,Fair,Sandy,4,Low
Kwara,193.3,8.9,25.4,19.99,Fair,Sandy,5,Medium
Niger,123.3,5.54,85.3,23.78,Fair,Clay,3,Medium
Jigawa,307.1,4.08,223.8,22.25,Fair,Sandy,3,Low
Jigawa,181.1,7.56,274.4,11.49,Good,Loamy,0,Low
Benue,394.0,5.89,56.8,15.95,Fair,Sandy,1,Low
Niger,99.1,3.24,99.4,5.84,Fair,Loamy,5,Medium
Kwara,223.4,3.12,78.9,10.13,Fair,Sandy,1,Low
Niger,208.7,8.93,89.6,21.79,Poor,Loamy,4,High
Anambra,425.2,11.73,368.4,0.83,Poor,Sandy,2,Low
Delta,111.3,3.95,286.9,13.37,Good,Sandy,2,Low
Benue,53.9,9.62,295.4,21.83,Fair,Clay,2,Medium
Kogi,145.2,2.42,318.0,3.14,Fair,Clay,4,Low
Benue,378.1,5.51,143.9,24.57,Poor,Loamy,5,High
Jigawa,133.7,6.82,307.3,0.41,Fair,Clay,3,Low
Kwara,146.4,4.32,391.4,22.16,Good,Loamy,1,Low
Niger,102.0,7.06,280.0,8.91,Fair,Clay,1,Low
Kwara,336.2,10.77,167.9,3.4,Good,Clay,3,Low
Anambra,77.7,11.42,287.1,4.02,Poor,Loamy,5,Medium
Benue,182.5,2.56,360.5,17.56,Good,Sandy,1,Low
Lagos,163.0,4.35,53.2,21.78,Good,Loamy,5,Low
Benue,272.1,11.78,107.6,16.06,Good,Loamy,1,Medium
Kogi,342.2,4.34,367.9,23.23,Good,Loamy,2,Low
Benue,263.2,8.77,378.6,21.08,Good,Clay,2,Low
Rivers,422.4,4.16,194.7,0.32,Good,Clay,0,Low
Anambra,430.6,5.24,151.1,16.77,Good,Clay,0,Low
Bayelsa,194.6,3.51,114.5,7.69,Good,Loamy,1,Low
Anambra,361.1,10.49,200.5,11.42,Good,Sandy,2,Low
Niger,345.5,10.77,373.9,2.44,Poor,Sandy,5,Medium
Bayelsa,407.2,4.62,61.6,7.12,Good,Loamy,0,Low
Niger,229.2,10.15,169.1,15.85,Good,Loamy,0,Low
Niger,262.2,5.26,364.8,5.54,Fair,Sandy,2,Low
Kogi,216.3,2.54,140.9,16.22,Fair,Clay,5,High
Kogi,390.2,9.46,307.7,23.08,Fair,Loamy,0,Low
Delta,141.9,7.76,156.9,0.22,Good,Sandy,3,Low
Jigawa,145.9,4.38,322.4,19.67,Poor,Sandy,5,Low
Delta,199.0,4.16,392.4,16.07,Poor,Sandy,3,Low
Delta,142.1,11.74,156.4,1.26,Fair,Clay,2,Medium
Jigawa,274.4,10.56,338.3,19.78,Fair,Sandy,2,Low
Lagos,103.8,10.0,395.4,5.69,Good,Sandy,0,Low
Bayelsa,178.1,2.84,393.6,6.72,Poor,Sandy,1,Low
Kwara,415.4,9.43,174.6,2.43,Poor,Loamy,4,Medium
Delta,213.7,3.75,195.3,13.41,Fair,Loamy,3,Low
Benue,349.3,11.76,122.8,12.51,Poor,Loamy,3,High
Benue,95.4,2.05,127.0,8.74,Fair,Sandy,5,Medium
Niger,149.0,5.2,198.0,4.3,Fair,Sandy,5,Low
Jigawa,372.9,6.0,81.8,20.97,Good,Clay,2,Low
Niger,355.2,10.15,285.0,21.92,Fair,Sandy,1,Low
Rivers,204.5,9.55,215.5,13.56,Good,Clay,2,Low
Rivers,431.8,5.44,359.4,6.18,Poor,Sandy,0,Low
Kwara,414.3,7.44,324.6,2.49,Poor,Clay,1,Low
Kogi,434.9,10.27,130.3,21.73,Fair,Loamy,0,Medium
Kogi,221.2,1.69,203.3,2.49,Fair,Sandy,3,Low
Jigawa,129.0,9.92,300.7,0.43,Good,Clay,2,Medium
Jigawa,300.7,11.44,78.9,11.79,Good,Loamy,5,Medium
Delta,323.9,1.84,14.6,18.31,Poor,Loamy,2,High
Rivers,100.2,1.98,341.2,11.49,Poor,Sandy,4,Low
Delta,364.6,5.12,56.7,1.38,Fair,Clay,1,Medium
Kogi,57.2,2.42,356.0,17.28,Fair,Clay,3,Low
Bayelsa,243.1,6.53,365.6,16.09,Good,Clay,4,Low
Bayelsa,182.4,9.15,185.4,17.07,Fair,Loamy,4,Medium
Jigawa,346.1,7.45,323.1,5.36,Good,Clay,2,Low
Niger,175.1,3.56,146.6,19.91,Poor,Loamy,1,Medium
Kogi,380.7,8.38,343.6,12.03,Poor,Clay,2,Medium
Bayelsa,288.0,8.69,330.2,13.46,Fair,Loamy,1,Low
Kogi,367.6,11.29,33.3,13.69,Good,Sandy,4,Medium
Anambra,445.7,3.04,233.9,7.24,Fair,Loamy,0,Low
Benue,321.7,8.77,256.7,6.33,Fair,Clay,3,Medium
Rivers,444.0,11.07,2.3,0.22,Good,Loamy,4,High
Delta,61.5,6.77,392.0,9.98,Fair,Clay,2,Low
Kogi,185.3,5.3,163.8,12.18,Good,Sandy,3,Low
Benue,93.1,3.29,207.9,18.6,Good,Loamy,4,Low
Anambra,154.9,10.6,79.5,1.76,Fair,Sandy,1,Medium
Delta,385.6,5.64,245.1,23.11,Good,Loamy,2,Low
Kogi,62.9,11.21,324.6,6.67,Poor,Loamy,4,Medium
Jigawa,258.1,10.4,235.2,9.23,Poor,Sandy,1,Low
Benue,276.9,5.45,315.6,1.3,Poor,Sandy,1,Low
Delta,274.5,7.53,293.0,16.36,Poor,Loamy,1,Medium
Kogi,240.1,1.79,96.6,17.75,Fair,Loamy,3,Low
Benue,366.2,4.26,175.5,23.23,Poor,Loamy,2,Low
Anambra,103.4,8.96,61.2,8.49,Poor,Sandy,1,High
Kogi,174.2,8.62,18.7,6.51,Poor,Clay,4,High
Kogi,296.3,5.21,27.1,18.18,Poor,Sandy,1,Low
Kogi,326.4,9.99,377.1,17.7,Fair,Loamy,2,Low
Kwara,211.7,3.98,393.8,23.43,Poor,Loamy,5,Medium
Jigawa,400.1,6.34,39.8,5.21,Good,Sandy,5,Low
Anambra,216.2,6.46,135.4,17.66,Good,Loamy,3,Low
Delta,211.1,5.08,47.5,1.77,Fair,Loamy,1,Low
Kwara,64.5,11.52,334.0,12.06,Fair,Loamy,4,Medium
Niger,270.5,8.82,199.5,3.07,Fair,Loamy,2,Medium
Kwara,333.5,7.16,249.3,16.36,Poor,Loamy,1,Low
Rivers,95.8,6.86,216.9,15.08,Fair,Clay,3,Low
Rivers,172.2,3.17,284.7,1.32,Poor,Sandy,0,Low
Kogi,362.5,5.41,129.0,8.06,Fair,Sandy,5,Medium
Kwara,196.4,8.56,56.7,9.94,Good,Sandy,4,Medium
Niger,146.6,11.21,9.0,6.28,Good,Clay,5,High
Kwara,318.9,10.07,179.4,1.06,Poor,Clay,1,High
Jigawa,128.7,4.65,363.3,8.04,Fair,Sandy,1,Low
Jigawa,408.3,6.06,123.5,19.84,Good,Sandy,0,Low
Niger,92.2,2.37,80.0,9.07,Poor,Sandy,2,Medium
Kwara,332.6,2.57,370.6,8.15,Good,Loamy,0,Low
Benue,249.8,6.44,44.0,23.55,Fair,Clay,2,Medium
Jigawa,398.0,7.07,22.6,1.14,Poor,Clay,1,Medium
Jigawa,100.5,4.27,352.0,19.21,Good,Loamy,0,Low
Bayelsa,321.2,8.25,281.0,12.13,Fair,Clay,5,Medium
Kwara,278.8,8.89,170.0,23.62,Poor,Sandy,5,Medium
Jigawa,242.0,4.64,301.4,9.9,Good,Clay,1,Low
Anambra,246.6,9.46,297.1,17.73,Good,Loamy,0,Low
Kwara,338.8,3.66,17.9,1.84,Poor,Sandy,1,High
Rivers,425.1,7.21,271.1,23.23,Fair,Clay,5,Low
Bayelsa,86.5,9.94,257.1,8.68,Poor,Sandy,5,Medium
Jigawa,57.8,7.14,385.6,13.15,Good,Clay,1,Low
Bayelsa,372.3,11.03,386.7,3.55,Good,Sandy,1,Low
Rivers,93.3,2.11,152.4,23.64,Good,Loamy,3,Low
Niger,444.7,7.68,236.8,16.86,Fair,Loamy,0,Low
Niger,297.7,7.4,58.3,1.44,Good,Clay,3,Medium
Kwara,310.3,8.43,28.4,3.96,Good,Clay,1,Medium
Rivers,129.6,10.25,174.2,10.06,Poor,Sandy,4,Low
Lagos,146.1,9.12,276.6,5.5,Good,Loamy,5,Low
Lagos,313.7,9.8,228.0,7.69,Poor,Sandy,2,Medium
Kwara,413.9,4.53,173.0,24.94,Good,Loamy,0,Low
Kogi,443.0,5.57,327.6,16.5,Poor,Sandy,0,Low
Bayelsa,129.2,8.08,318.2,23.06,Poor,Sandy,5,Medium
Bayelsa,103.6,7.31,293.3,10.95,Poor,Sandy,2,Low
Niger,72.6,11.59,32.7,17.79,Poor,Clay,3,High
Lagos,397.3,3.46,319.0,11.55,Fair,Loamy,2,Low
Delta,167.9,5.19,367.9,8.27,Good,Clay,4,Low
Jigawa,50.7,7.51,25.7,13.03,Fair,Clay,1,Medium
Jigawa,139.5,10.61,161.9,10.74,Good,Sandy,2,Low
Jigawa,186.2,11.26,395.4,24.52,Poor,Loamy,2,Medium
Niger,446.4,5.03,240.5,12.45,Good,Clay,1,Low
Rivers,259.4,2.2,206.4,20.3,Poor,Sandy,5,Medium
Benue,131.9,5.93,72.6,16.7,Good,Loamy,0,Low
Lagos,183.9,5.64,227.1,12.04,Poor,Loamy,5,Low
Lagos,182.1,11.86,176.7,11.91,Good,Clay,4,Medium
Delta,57.9,6.03,52.7,8.61,Good,Sandy,5,Medium
Bayelsa,104.1,4.71,186.8,2.76,Good,Clay,2,Low
Kogi,328.1,5.34,67.4,19.06,Poor,Loamy,2,Medium
Kwara,98.1,5.67,292.8,22.96,Good,Clay,0,Low
Bayelsa,142.3,10.13,389.5,5.53,Poor,Sandy,4,High
Rivers,190.3,2.35,188.9,23.15,Fair,Loamy,1,Low
Kwara,353.1,4.82,253.7,5.88,Good,Sandy,1,Low
Lagos,283.0,11.65,173.5,13.3,Poor,Sandy,3,Medium
Rivers,325.6,3.11,57.1,8.66,Poor,Loamy,4,Medium
Kwara,276.8,9.3,388.3,2.95,Poor,Sandy,4,Medium
Delta,323.4,5.24,53.6,1.42,Fair,Sandy,2,Medium
Delta,51.1,7.61,46.4,9.2,Poor,Sandy,3,Medium
Anambra,422.4,2.55,184.8,1.28,Fair,Loamy,1,Low
Benue,94.4,4.72,264.2,2.69,Fair,Sandy,4,Low
Delta,212.5,6.76,143.3,3.64,Poor,Clay,4,High
Lagos,358.4,3.93,78.6,0.15,Good,Clay,0,Low
Kogi,224.1,7.19,327.9,3.92,Fair,Sandy,1,Low
Jigawa,428.7,3.81,146.5,14.47,Poor,Clay,0,Medium
Anambra,237.0,8.33,79.3,20.51,Fair,Clay,3,High
Jigawa,400.0,11.0,147.3,4.92,Poor,Loamy,4,High
Benue,374.3,2.4,87.4,2.11,Poor,Sandy,3,Low
Kwara,442.4,3.77,208.7,18.26,Fair,Loamy,5,Low
Niger,420.6,10.37,268.0,0.3,Poor,Sandy,0,Low
Delta,409.2,8.13,320.2,18.38,Fair,Clay,1,Low
Kogi,342.6,2.33,92.6,3.36,Poor,Loamy,4,Medium
Benue,196.8,6.61,68.4,5.78,Good,Loamy,5,Low
Jigawa,92.5,3.7,9.8,3.09,Good,Clay,5,Medium
Anambra,325.5,3.59,92.8,6.26,Fair,Clay,1,Low
Delta,441.5,11.38,11.5,19.97,Fair,Sandy,3,High
Lagos,340.6,9.5,139.5,3.4,Fair,Sandy,5,Medium
Delta,421.5,8.81,60.0,24.85,Fair,Clay,2,Medium
Anambra,371.7,4.01,232.8,8.24,Good,Clay,1,Low
Anambra,115.2,2.75,154.7,23.06,Fair,Loamy,5,Low
Niger,149.7,10.64,39.2,4.83,Poor,Loamy,1,High
Delta,186.7,1.56,161.1,4.78,Poor,Sandy,1,Low
Delta,117.3,5.58,85.3,14.18,Fair,Loamy,4,Medium
Niger,282.7,4.41,272.7,1.36,Poor,Clay,3,High
Rivers,440.2,7.49,147.0,20.04,Fair,Clay,3,Low
Rivers,354.6,4.13,60.5,11.05,Poor,Clay,4,High
Kwara,219.4,4.77,141.1,17.51,Poor,Clay,1,Medium
Rivers,51.8,10.43,91.3,4.45,Fair,Sandy,1,Low
Bayelsa,175.3,7.83,318.7,16.09,Fair,Clay,2,Medium
Delta,260.7,3.03,393.4,14.89,Good,Clay,5,Low
Kogi,179.7,9.13,12.1,18.92,Fair,Clay,1,Medium
Delta,94.4,3.68,276.6,7.51,Good,Clay,5,Low
Bayelsa,227.1,6.05,107.1,23.34,Fair,Sandy,0,Low
Bayelsa,151.3,8.29,28.4,24.04,Poor,Sandy,5,Medium
Jigawa,413.7,4.36,7.7,21.72,Good,Loamy,1,Medium
Delta,90.7,5.53,352.6,14.34,Poor,Sandy,2,Low
Benue,69.7,9.21,142.7,10.57,Fair,Sandy,0,Low
Bayelsa,52.1,11.35,397.8,1.54,Fair,Sandy,2,Low
Kogi,181.2,7.06,178.1,23.69,Fair,Loamy,5,Low
Niger,314.2,1.6,76.7,23.8,Fair,Clay,2,Medium
Kwara,342.2,5.05,311.3,0.57,Good,Loamy,5,Low
Jigawa,231.3,5.69,370.7,8.99,Good,Clay,3,Low
Niger,323.7,5.06,326.6,22.01,Fair,Sandy,5,Low
Jigawa,194.0,6.08,298.6,2.11,Poor,Clay,4,Medium
Kogi,317.1,8.14,135.2,4.99,Good,Loamy,2,Medium
Anambra,66.2,2.77,27.7,24.47,Poor,Clay,1,Medium
Delta,206.3,4.36,82.1,21.2,Fair,Clay,3,Low
Lagos,366.3,6.83,179.8,22.81,Good,Sandy,0,Low
Benue,371.2,4.81,382.6,3.64,Good,Clay,5,Low
Niger,336.5,11.91,289.7,5.36,Good,Clay,4,Medium
Delta,131.7,6.03,331.7,15.17,Poor,Sandy,3,Low
Benue,148.9,10.63,112.4,12.59,Fair,Loamy,2,Medium
Anambra,448.4,10.91,274.2,7.53,Fair,Sandy,3,Low
Lagos,91.4,10.28,345.3,22.11,Good,Clay,1,Low
Benue,122.3,1.99,192.8,22.54,Good,Sandy,1,Low
Benue,102.0,11.45,173.1,7.36,Fair,Sandy,1,Low
Niger,181.1,2.85,288.3,3.98,Poor,Clay,4,Low
Rivers,134.1,1.86,224.8,3.81,Good,Loamy,3,Low
Lagos,249.1,5.85,397.3,12.16,Poor,Sandy,3,Low
Delta,240.4,3.54,171.2,3.41,Poor,Loamy,2,Low
Anambra,410.6,3.43,72.0,11.89,Fair,Sandy,0,Low
Lagos,63.9,4.52,189.8,11.6,Fair,Clay,1,Low
Kogi,178.0,4.11,95.6,22.11,Poor,Clay,0,Medium
Rivers,288.7,8.69,225.4,7.48,Poor,Sandy,0,Low
Kogi,291.9,3.46,52.1,14.06,Fair,Sandy,1,Low
Anambra,242.1,7.2,380.1,18.61,Good,Sandy,1,Low
Niger,376.3,11.86,344.2,14.94,Poor,Clay,2,Medium
Niger,75.1,6.04,63.9,23.86,Good,Sandy,4,Low
Anambra,376.2,8.24,70.6,15.1,Poor,Clay,1,High
Jigawa,247.9,11.68,206.0,22.56,Fair,Sandy,0,Low
Anambra,103.5,2.95,309.6,6.2,Good,Clay,2,Low
Rivers,404.3,5.9,89.2,14.06,Fair,Sandy,3,Low
Bayelsa,309.7,10.43,26.3,13.63,Poor,Loamy,2,Medium
Niger,115.4,11.29,219.1,24.74,Fair,Loamy,1,Low
Kwara,63.5,7.81,277.3,5.19,Good,Clay,5,Medium
Rivers,106.4,3.01,99.3,3.61,Fair,Sandy,1,Low
Rivers,293.5,10.97,296.4,15.33,Good,Loamy,4,Low
Rivers,121.7,3.33,380.4,5.67,Fair,Sandy,2,Low
Benue,140.3,5.21,56.6,16.01,Fair,Sandy,1,Low
Rivers,60.1,5.44,205.4,24.31,Good,Sandy,0,Low
Niger,339.2,6.2,24.6,23.67,Good,Loamy,0,Low
Bayelsa,374.1,9.8,84.3,5.85,Good,Clay,2,Medium
Bayelsa,368.7,9.92,37.7,4.36,Poor,Loamy,4,High
Rivers,101.0,9.06,162.8,14.06,Fair,Clay,5,Medium
Kogi,411.3,1.73,328.7,14.71,Good,Loamy,2,Low
Niger,318.9,7.43,231.7,16.59,Poor,Sandy,4,Low
Niger,409.0,9.35,90.6,18.56,Poor,Sandy,0,Low
Lagos,228.9,6.17,18.0,15.06,Good,Sandy,1,Low
Delta,224.8,11.42,222.3,2.88,Good,Loamy,3,Low
Jigawa,363.8,10.15,54.9,19.77,Good,Loamy,1,Low
Jigawa,87.3,8.2,138.4,2.08,Poor,Clay,0,Medium
Kogi,258.3,2.16,205.1,0.6,Poor,Loamy,5,Medium
Jigawa,384.6,8.35,361.7,19.26,Fair,Clay,0,Low
Lagos,382.1,11.07,34.6,13.75,Poor,Loamy,1,Medium
Anambra,432.5,5.48,268.1,17.49,Good,Sandy,1,Low
Jigawa,329.3,10.3,7.6,9.63,Fair,Loamy,5,High
Niger,133.1,4.79,252.7,0.38,Fair,Sandy,5,Low
Anambra,58.1,7.49,221.5,8.34,Fair,Loamy,0,Low
Jigawa,241.8,8.31,325.1,15.24,Fair,Clay,1,Medium
Niger,255.5,8.62,213.6,5.72,Good,Loamy,3,Low
Niger,146.1,10.77,142.3,17.23,Fair,Sandy,3,Medium
Rivers,99.9,3.96,98.6,19.88,Good,Loamy,2,Low
Bayelsa,284.5,4.25,35.9,11.41,Poor,Clay,3,High
Kogi,355.7,8.89,214.8,21.91,Good,Clay,0,Low
Lagos,447.3,3.36,355.6,21.38,Fair,Clay,0,Low
Benue,353.3,6.37,206.9,21.96,Poor,Clay,2,Low
Delta,367.5,1.71,296.2,16.56,Poor,Loamy,4,Low
Jigawa,296.6,2.98,120.8,7.69,Poor,Clay,2,High
Jigawa,444.4,8.63,180.4,12.08,Fair,Loamy,4,Low
Anambra,306.0,9.35,131.2,17.79,Good,Loamy,4,Medium
Anambra,394.1,2.71,45.5,5.34,Good,Loamy,1,Low
Delta,428.3,3.89,168.0,18.5,Fair,Clay,5,Low
Jigawa,421.9,2.54,306.2,13.75,Fair,Clay,3,Low
Kwara,202.6,6.05,159.2,2.49,Poor,Loamy,4,Low
Lagos,81.5,2.82,260.8,13.98,Good,Loamy,1,Low
Jigawa,118.7,6.09,303.9,1.76,Fair,Loamy,2,Low
Bayelsa,73.7,9.19,130.4,0.46,Fair,Sandy,2,High
Delta,92.2,8.68,319.4,22.25,Good,Sandy,4,Low
Kwara,123.9,4.44,136.9,12.3,Poor,Clay,1,Medium
Lagos,186.4,8.57,103.9,13.63,Poor,Sandy,0,Medium
Jigawa,267.4,11.24,90.5,7.07,Poor,Loamy,5,High
Benue,334.7,5.15,81.6,13.61,Good,Loamy,5,Medium
Rivers,134.4,4.96,295.4,4.3,Fair,Clay,3,Low
Bayelsa,319.0,7.5,355.2,18.67,Fair,Clay,4,Low
Benue,331.7,4.08,93.8,20.6,Fair,Sandy,0,Low
Anambra,273.4,8.34,35.9,21.41,Fair,Loamy,3,Medium
Anambra,411.4,10.24,126.9,2.76,Good,Clay,0,Medium
Jigawa,94.4,6.32,263.8,13.99,Poor,Clay,5,Low
Anambra,120.8,8.63,148.7,20.24,Poor,Sandy,1,Medium
Bayelsa,221.5,8.34,220.6,3.29,Poor,Clay,4,High
Lagos,100.7,1.91,298.2,2.58,Poor,Sandy,0,Low
Niger,276.5,3.43,164.6,20.44,Fair,Loamy,0,Low
Kogi,209.4,10.88,399.9,19.94,Fair,Sandy,0,Low
Delta,163.8,11.36,120.6,11.27,Good,Clay,5,High
Lagos,118.0,9.69,391.3,2.83,Poor,Sandy,4,Medium
Niger,184.1,11.17,82.8,12.95,Fair,Sandy,1,Medium
Kwara,293.2,4.71,46.2,9.93,Fair,Loamy,1,Low
Bayelsa,280.3,4.1,300.8,13.01,Fair,Sandy,0,Low
Benue,115.4,5.54,281.5,11.05,Poor,Clay,1,Low
Niger,100.0,2.08,324.8,14.26,Fair,Clay,3,Low
Bayelsa,60.7,10.0,138.7,18.21,Poor,Loamy,1,High
Rivers,55.0,11.83,372.5,19.39,Poor,Loamy,0,Low
Benue,401.9,10.15,49.6,16.26,Good,Loamy,3,Medium
Anambra,68.0,7.33,14.1,5.05,Good,Clay,4,Medium
Anambra,342.5,4.6,121.6,9.99,Poor,Sandy,2,Medium
Benue,398.8,3.58,319.3,1.87,Poor,Clay,5,High
Kwara,89.2,5.32,269.8,11.35,Poor,Clay,1,Low
Kwara,224.5,8.5,175.6,24.26,Fair,Loamy,3,Low
Kwara,434.9,6.19,104.0,16.08,Fair,Loamy,2,Low
Niger,383.7,11.31,25.6,3.95,Fair,Sandy,4,Medium
Delta,245.9,10.47,136.3,6.79,Good,Sandy,2,Low
Niger,355.0,2.58,185.1,1.71,Poor,Sandy,4,Medium
Jigawa,383.4,2.88,275.4,4.64,Fair,Sandy,0,Low
Kogi,189.2,8.6,259.1,12.25,Fair,Clay,0,Low
Benue,406.9,3.92,379.0,8.69,Good,Sandy,5,Low
Lagos,238.2,9.81,42.0,5.18,Good,Clay,5,High
Kogi,261.1,7.71,135.9,3.75,Poor,Clay,4,High
Rivers,449.9,3.91,193.7,16.44,Poor,Sandy,2,Low
Niger,387.3,6.53,268.9,14.0,Fair,Sandy,5,Low
Niger,194.7,5.76,199.2,21.08,Fair,Clay,1,Low
Bayelsa,54.1,10.67,365.3,4.66,Fair,Loamy,2,Medium
Kogi,300.5,1.84,244.3,21.21,Fair,Sandy,5,Low
Bayelsa,331.6,10.91,17.8,14.49,Fair,Loamy,2,High
Lagos,310.3,8.35,47.2,6.73,Good,Clay,1,Low
Bayelsa,437.1,9.24,301.9,6.91,Poor,Loamy,2,Medium
Kogi,395.2,1.53,286.9,9.82,Good,Clay,2,Low
Benue,229.5,8.1,63.1,11.56,Poor,Loamy,3,High
Rivers,75.1,7.68,25.4,2.15,Poor,Loamy,4,High
Niger,240.4,7.14,232.3,21.07,Poor,Loamy,0,Low
Lagos,325.7,9.75,255.0,3.13,Good,Clay,5,Low
Niger,293.1,7.34,55.8,12.14,Fair,Clay,5,High
Jigawa,265.3,10.5,190.5,9.64,Poor,Clay,5,High
Rivers,237.5,3.94,123.7,12.86,Poor,Sandy,4,Medium
Delta,167.5,9.96,372.7,22.2,Good,Clay,2,Low
Bayelsa,160.9,3.38,89.2,24.73,Good,Sandy,1,Low
Anambra,250.1,10.04,293.8,0.6,Fair,Clay,1,Medium
Kogi,114.2,11.37,208.2,9.89,Fair,Sandy,0,Low
Niger,186.3,5.02,6.6,20.46,Poor,Loamy,0,Low
Bayelsa,179.6,7.06,207.8,8.23,Good,Loamy,0,Low
Lagos,284.9,8.41,41.6,16.26,Fair,Clay,1,Medium
Niger,76.7,2.33,264.3,24.81,Fair,Sandy,2,Low
Delta,381.9,6.69,227.1,16.2,Fair,Loamy,0,Low
Rivers,275.0,5.29,6.2,2.87,Good,Loamy,0,Medium
Rivers,318.3,10.66,83.5,21.09,Good,Sandy,1,Low
Niger,331.2,10.71,310.9,24.17,Good,Clay,5,Medium
Lagos,166.6,8.86,111.8,17.84,Good,Loamy,2,Medium
Rivers,238.1,8.39,200.7,10.53,Good,Clay,0,Low
Rivers,432.5,9.2,126.2,23.72,Poor,Clay,2,High
Delta,356.7,5.34,368.8,24.22,Poor,Sandy,3,Low
Kogi,437.8,5.75,215.6,23.38,Good,Sandy,5,Low
Lagos,348.5,7.31,279.1,10.35,Poor,Loamy,5,Medium
Lagos,120.2,11.35,35.2,19.76,Good,Sandy,0,Low
Benue,75.8,9.1,18.1,16.39,Poor,Loamy,0,Medium
Benue,281.1,7.29,105.2,4.57,Poor,Loamy,1,Low
Rivers,193.1,9.59,125.0,13.43,Fair,Loamy,5,High
Anambra,160.2,5.39,275.7,18.72,Good,Clay,3,Low
Benue,372.9,9.17,228.5,22.41,Poor,Clay,3,Medium
Rivers,196.8,5.81,151.1,21.58,Poor,Sandy,3,Low
Kwara,176.8,4.44,262.3,3.95,Fair,Sandy,4,Low
Jigawa,390.0,7.9,67.1,12.25,Poor,Loamy,1,Medium
Jigawa,388.5,8.71,27.3,12.01,Fair,Loamy,1,Medium
Lagos,192.5,6.32,342.1,22.48,Poor,Clay,0,Low
Anambra,383.0,7.44,226.5,0.15,Fair,Clay,1,Low
Delta,390.3,8.79,260.3,18.49,Fair,Loamy,0,Low
Kogi,219.6,9.56,124.3,15.5,Good,Loamy,0,Low
Benue,76.6,10.9,150.0,23.05,Good,Sandy,4,Medium
Kwara,50.6,5.22,34.8,11.48,Poor,Loamy,1,Low
Rivers,259.3,11.49,343.1,16.48,Good,Loamy,1,Low
Anambra,187.6,8.19,237.8,24.32,Good,Loamy,4,Low
Lagos,448.9,9.77,35.3,18.62,Good,Clay,4,Medium
Benue,359.0,8.85,322.2,1.78,Poor,Clay,1,High
Anambra,354.5,3.66,178.8,4.27,Poor,Sandy,1,Low
Benue,432.1,2.25,306.5,20.55,Good,Sandy,0,Low
Kogi,405.1,9.13,7.0,8.44,Good,Sandy,2,Medium
Kogi,177.3,6.87,13.4,17.68,Poor,Loamy,5,High
Delta,116.4,8.87,70.0,17.53,Good,Loamy,0,Medium
Jigawa,348.4,6.51,85.9,24.84,Fair,Clay,3,Medium
Bayelsa,201.3,4.78,306.1,11.8,Poor,Loamy,3,Low
Bayelsa,239.3,4.49,283.3,18.47,Poor,Loamy,2,Low
Benue,302.2,9.17,247.2,1.31,Fair,Clay,5,High
Delta,413.1,4.41,354.2,11.62,Good,Sandy,4,Low
Bayelsa,217.6,9.0,100.4,4.75,Fair,Loamy,3,High
Lagos,363.3,5.53,362.0,21.03,Good,Clay,4,Low
Bayelsa,157.3,9.59,364.0,21.01,Good,Clay,4,Medium
Niger,329.2,3.0,174.8,5.99,Poor,Sandy,0,Low
Rivers,50.6,3.65,39.6,8.03,Poor,Clay,4,Medium
Delta,398.6,8.7,291.2,17.59,Good,Sandy,2,Low
Lagos,62.2,7.38,136.1,18.48,Fair,Sandy,0,Low
